,event,ts
0,start_schema_check,1681291366.7743676
1,end_schema_check,1681291372.4861877
2,adding 1/20000000,1681291372.4863656
3,added 1/20000000,1681291372.4864924
4,adding 1001/20000000,1681291374.5833454
5,added 1001/20000000,1681291374.5833895
6,adding 2001/20000000,1681291376.6011794
7,added 2001/20000000,1681291376.6012044
8,adding 3001/20000000,1681291378.6460803
9,added 3001/20000000,1681291378.6461403
10,adding 4001/20000000,1681291380.8101127
11,added 4001/20000000,1681291380.8101397
12,adding 5001/20000000,1681291382.8110697
13,added 5001/20000000,1681291382.8111236
14,adding 6001/20000000,1681291384.9590542
15,added 6001/20000000,1681291384.9591327
16,adding 7001/20000000,1681291386.9794474
17,added 7001/20000000,1681291386.9794939
18,adding 8001/20000000,1681291389.3992555
19,added 8001/20000000,1681291389.3993025
20,adding 9001/20000000,1681291391.5179493
21,added 9001/20000000,1681291391.518024
22,adding 10001/20000000,1681291393.528453
23,added 10001/20000000,1681291393.528526
24,adding 11001/20000000,1681291395.7408113
25,added 11001/20000000,1681291395.740917
26,adding 12001/20000000,1681291397.9360888
27,added 12001/20000000,1681291397.9361439
28,adding 13001/20000000,1681291399.918284
29,added 13001/20000000,1681291399.9183347
30,adding 14001/20000000,1681291401.9854965
31,added 14001/20000000,1681291401.9855528
32,adding 15001/20000000,1681291404.1253524
33,added 15001/20000000,1681291404.125401
34,adding 16001/20000000,1681291406.3169968
35,added 16001/20000000,1681291406.3170657
36,adding 17001/20000000,1681291408.3929896
37,added 17001/20000000,1681291408.3930237
38,adding 18001/20000000,1681291410.4129877
39,added 18001/20000000,1681291410.4130373
40,adding 19001/20000000,1681291412.5520635
41,added 19001/20000000,1681291412.5521336
42,adding 20001/20000000,1681291414.7033606
43,added 20001/20000000,1681291414.7034147
44,adding 21001/20000000,1681291417.134377
45,added 21001/20000000,1681291417.1344278
46,adding 22001/20000000,1681291419.338722
47,added 22001/20000000,1681291419.3387735
48,adding 23001/20000000,1681291421.3777976
49,added 23001/20000000,1681291421.377988
50,adding 24001/20000000,1681291423.5950007
51,added 24001/20000000,1681291423.5950532
52,adding 25001/20000000,1681291425.752087
53,added 25001/20000000,1681291425.7521749
54,adding 26001/20000000,1681291427.8710768
55,added 26001/20000000,1681291427.8711061
56,adding 27001/20000000,1681291429.8751442
57,added 27001/20000000,1681291429.875193
58,adding 28001/20000000,1681291431.892539
59,added 28001/20000000,1681291431.8925927
60,adding 29001/20000000,1681291433.9617803
61,added 29001/20000000,1681291433.961845
62,adding 30001/20000000,1681291436.1322942
63,added 30001/20000000,1681291436.132343
64,adding 31001/20000000,1681291438.203969
65,added 31001/20000000,1681291438.2040164
66,adding 32001/20000000,1681291440.2279582
67,added 32001/20000000,1681291440.228001
68,adding 33001/20000000,1681291442.2695863
69,added 33001/20000000,1681291442.2696307
70,adding 34001/20000000,1681291444.3368747
71,added 34001/20000000,1681291444.3369205
72,adding 35001/20000000,1681291446.4232152
73,added 35001/20000000,1681291446.4232588
74,adding 36001/20000000,1681291448.5647864
75,added 36001/20000000,1681291448.5648136
76,adding 37001/20000000,1681291450.6123354
77,added 37001/20000000,1681291450.6123812
78,adding 38001/20000000,1681291452.6667967
79,added 38001/20000000,1681291452.666822
80,adding 39001/20000000,1681291454.610674
81,added 39001/20000000,1681291454.610699
82,adding 40001/20000000,1681291456.545023
83,added 40001/20000000,1681291456.545069
84,adding 41001/20000000,1681291458.730662
85,added 41001/20000000,1681291458.730735
86,adding 42001/20000000,1681291460.8147733
87,added 42001/20000000,1681291460.814851
88,adding 43001/20000000,1681291462.565637
89,added 43001/20000000,1681291462.5656803
